comment,toxic
"суслик неё шее висит","1"
"подход нужно людям искать стараюсь подружиться людьми итоге те которые действительно пытаются запомнить что-то прочитать научиться ними легко схожусь те пытается шею сесть делают всё б выполнил работу ними дружу разговор примерно работает компьютер считает excel - работа выполнена дальше сами","0"
"вся наука зациклена фразе даст гарантию изменение пойдёт пользу ? никакого прогресса помине страшно ещё развиваться двигать науку ? развивать мозги существующими способами ? подавляющее большинство работает что-то никто хочет ими пользоваться","0"
"тю блядь думал пиздит будут","1"
"золото цене падает","0"
"уважаемый stsaper достался наследство dell xps m1330 включении несколько секунд появилась картинка загрузки винды начала троиться троения появились горизонтальные цветные полосы экране ноутбук изготовлен конце 2007 года смысл ремонтировать исправно ?","0"
"первой родственница первой группой инвалидности псих.заболеванию дееспособности лишена","0"
"сравнение s8 позапрошлый год взял honor view 20 цену которую продают позапрошлогодний s8 v20 выигрывает 8-ки абсолютно всем параметрам кроме беспроводной зарядки которая функция сугубо выебона","0"
"насколько отдаленный район карт ?","0"
"подскажите пожалуйста из-за бруксизма неправильного прикуса стёрлись заметно передние зубы какие рекомендации могут случае ? исправлять прикус плрмбировать восстанавливать наоборот сначала виниры коронки брекеты ?","0"
"необязательно гражданином россии получать пенсию","0"
"автор соответствует администрации своего города представляет собрй ремонт баннерами сказал завоз снега синтепон - чадящие заводы старался объехать","0"
"очередная пирамида медработников младшего звена ?","0"
"чаще оказывается идея бизнесменов славянской национальности во-первых ща хохлов русских записали лол во-вторых да-да лично путин придумывает схемы","1"
"газон москве приложение","0"
"друзья делайте акцент российский снг менталитет знают такое сервис хотят знать uber яндекс хотел набирать достойных водителей которые воняют делают грамотно чистых исправных машинах знаете стране живем ? работает такси .. чему притензии яндексу uber ? хотя -то новое ввели европейского пока датягивают сервису сожалению сразу приходит .. терпения друзья мои терпения ..","0"
"ощущения ? жизни изменений ?","0"
"законно благотворительные добровольные взносы банк внебюджетный счет начала 2000-х очень строго этим постоянно кру проверяло взносов школу вообще природе существовало","0"
"купил новый рио 14 году проездил ровно 3 года пробег 34000. покупатели многие верили пробег родной делать год 10-12 тысяч получается","0"
"штуки четыре идеале брать","0"
"оскорблял","1"
"напомнило gifx gifx gifx gifx","0"
"скрине посте написано минимальную чистую прибыль 60к","0"
"приготовлен отдельный круг аду ...","1"
"штурмовик зв меха titanfall дракон dragon age кто-то убитых серий игр","0"
"хранить вообще деньги должны обороте","0"
"зашел сюда поисках коммента","1"
"сказать сто лет вперед да- возникают вопросы сто лет назад точно минимум моральном плане плане воспитания люди вообще напрочь похерят качества всё - жди огненных шаров неба раскаленной лавы вместо земли весь долбоебизм человеческий снежный ком- каждым поколением всей земле","0"
"просто вкорячить ещё диода шоттки соответствующий ток кондёр ними ёмкостью побольше 4700мкф выше fm-трансмиттер дорабатывал выл зажигания тон оборотам диода плюс минус соответствии полярностью идеале нужен полный мост неплохо 15 центов 1.5а глаза конденсатор старой гамнитолы шума практически стало громкость предела задираешь ...","0"
"машина постоянно воскресенье аренда списывается аренда списывается счета ящере нему катаю безнал детский комфорт катаю 2т день остальное время катаю диспечерские службы таксовик 068 тариф устраивает где-то часов 12 день 4 часа ящер 2т накатать 8 часов диспечерские 5-6т 1500 бензин остальное моё","0"
"моего дяди самое лечили гастрит умер рака диагностов","0"
"такие вещи дарю самым близким людям сожалению возможно временем мастерской будут проводиться конкурсы такие вещи ближайшие несколько месяцев точно","0"
"чет какой-то аутизм сильно хочется ночью послушать некоторые определенные концерты границу едут иных иностранцев приходится чача 4 ждать детский сад пошел концерт поздно мама разрешила ?","0"
"мел ем вкусный правило круглый почему","0"
"клепками беру мозг ебсти никуда ездить","1"
"пошел должность спустили разнарядку соответствию чинов должностям подтянули необходимого откровенно идиотов пересдачу направляли прошли","1"
"забыл дополнить эксперимент поиску алкоголя ложечке максимальной вместимостью миллилитра именно столько вмещает одна ложечка одна даётся ближайшим сроком неделю каждому причащающемуся","0"
"350 грамм упаковка ... сама шоке объемов","0"
"какое прекрасное путешествие прошлое.как ссср побывал.спасибо","0"
"видя хохлов российской тюрьмы выпускают обменивают желающих найти провокацию пецюне стало проблемно","1"
"посмотрите изначальный текст наибольшая эффективность такого расписания офисных работников насчет остальных профессий смогли адаптировать такое расписание должном уровне предварительные результаты указывают роста производительности трудно добиться должностях которые связаны постоянным присутствием таких розничная торговля например продавец-кассир т. д. офисных работников различных профессий эффект действительно положительным","0"
"хм знакомый врач лет пять назад закончил мед -- уехал какие-то ебеня программе квартиру этих ебенях дали деньги условием отработки скольки-то лет вроде 3 годы ибо тупо других врачей ебенях умудрился наоперироваться набраться опыта бывшим одногруппникам оставшимся центре снилось вернулся устроился получает более-менее нормально смысле зарплат врача цивилизованных странах нормально российских точно 3 25. варианты принципе upd что-то щас пересчитал пять лет назад семь восемь ? ..","0"
"общественный транспорт общественный нем свои неудобства что-то нравится добро пожаловать такси","0"
"ага жели-пожевали добра нажевали блеать !","1"
"понимаю вооружение главных товаров нашего экспорта страна загнется прочие доводы понимаю просто обидно","0"
"прекрасно кроме этих 2 долбоклюев пострадают нормальные люди","1"
"универе учат тому большинству программистов понадобится численные методы мат графика ффт нужны 95 задач 5 обывателям рассчитывать стоит","0"
"добор газо бетона честно очень понятен почему целиком кирпич теплоизоляция ?","0"
"мозер похоже врубаюсь стричь водить 1 месту 40","0"
"расстилайте скатерть !","1"
"директора учредителей","0"
"моральное удовольствие такого тупого крысятничества получаешь твоя интеллектуальная физическая импотенция руководит твоими действиями ?","1"
"флисовый второй резиночка третий бракованый мохнатыми ногами ушами кокошками","1"
"глупо отрицать очевидное - политизировано каждый пользу привирает","0"
"удачи любом случае советую искать что-то приличнее .. поспрашивать земляков хотя те паблики вконтакте нередко приносят немало инфы полезной","0"
"введут буду платить деньги пойдут нужно карман","0"
"точно узнать подпадает ? как-то этотправр документально оформить подпадает ?","0"
"некуда ехать дома родить таком случае удобнее","0"
"счет кредитный должны дать","0"
"кто-то работников 23-му закоптил пивко сказали пропала","0"
"тормозной путь легковушки 30-0 км ч 6 метров тормозной путь бтр 10 метров пиздец тяжело остановиться наверное ? определённо собой тридцатник нужно выдерживать","0"
"щя б 2019 опосля охуенных реформ здравоохранении пиздеть врачей никто любит тетка брат двоюродный работали ушли слава богу нормальные ушли хз остался те кому идти некуда полный шлак либо молодежь которая задерживается","1"
"работает какую форму запросить получить информацию имеющихся накоплениях ?","0"
"номер школы ? давайте посмотрим вакансии народ минусить хотя скорее регионы","0"
"пенсионный возраст печально активного большинства когда-то скоро которым выходить смягчили мужики женщины 55 50 бузить будут - возраст автомобилисты особенно те косячит парковкой весьма молодой активный слой общества нововведения коснуться мгновенно очень жестко отличии думаю дело","0"
"мало - ещё цветов таких красивых растёт нигде полянами","0"
"навскидку мнения открытых источников вчерашнего дня температура ребенка 3,5 года медленно начала ползти ночью 38,7была сбила.сегодня 39 дошло .из симптомов сопли кашель вызывала скорую цефекон никак сгонял температуру.приехали послушали сказали орви.намекнули типа можем 23 инфекционку отвезти наверное захотите ... знаю щас там.10 лет назад помню ужасную разруху здравствуйте скажите пожалуйста имею право отказаться госпитализации ребенка 4.5 месяца врач сказала дома лечить намерена ребенка обтруктивный бронхит состояние вполне нормальное температуры хрипы легких немного кашель сопли дышит нормально сделать ситуации кому обратиться ? заранее спасибо ответ гиперболизировать ?","0"
"травить подсудное дело особенно связи новым законом защите животных домашние собаки прогулке могут яд сожрать обращение управляющей компании сами вызывают отлов который самом деле отстрел исходя опыта нашего района говорю ...","0"
"государство впиливало ощутимые штрафы дело проще заплатить 1 людей которые обратятся суд","0"
"слепая лошадь разбегу стожок","1"
"соседка рыбу жарит весь подъезд запах идёт","0"
"110 цифровых ? ? ? ! ! !","0"
"решился хотя цоколь стоит 200 р. бреелайт лампа 80","0"
"администрацию окладом 100500 тыс.руб ?","0"
"4-5 упускание является отклонением пытаюсь донести разовые акции - вообще нормально","0"
"многие знакомые вообще любые песни поют","0"
"лет 50","0"
"самое взгляд эффективное составление отдельного общего страну документа кредитовании прочей банковской услуги внимание ! ! ! фиксирование подписи клиента полное озвучивание условий сотрудником прям запись которая храниться вместе договором заявит знал сразу пруф студию документе указать процент кредиту док заносить гос реестр любой момент любой человек мог увидеть юр документ принять решение траты времени дай боже факту платежи превысили ставки доке сразу банку нарушение смешно вкурсе никто шевелится значит норм пусть наебывают вводят заблуждение оф док тарифами определенный банк нехер филиалах сверх накручивать типа незаконно кому ...","0"
"распространённое наебалово использовании кэшбек-сервисов подобные ситуации замечали друзьями мегафона переходе ссылке мегабонус например бывший алибонус такого делал моей памяти хотя равно проверять каждой покупкой кэшбек перекрывает разницу кстати тинькова нужно перейти ссылке покупки кэшбеком достаточно просто совершить покупку конкретном магазине прошлом году корме кота экономил цены проверял заранее правда кэшбек меньше 5 неинтересен 10 магазина 5 счёт категории животные квартале","0"
"разговаривал военным бывшим.где работал точно скажу.так поведал-в ссср россии разрабатывалось вооружение которое должно прослужить допустим 200 часов выпустить 500 патронов т.д. документам.по факту должно прослужить 2-3 4 раза дольше.главное жность вооружения","0"
"вернут связи отсутствуют мотивированные доводы жалобе проходили","0"
"т.к цены хорошие нужными параметрами кусаются","0"
"стоит турникет посадке прохода требуется сканировать посадочный паспортный пройден паспорт отсканирован этапе получения посадочного соответствие установлено - ещё ? проверяют вчитываясь - имена вроде похожи - норм приложите посадочный считывателю","0"
"нужен рацонализъм 4 дюйма 1 камера 3-4 гб оперативки 64 постоянки амолед экран пластиковый металлический корпус юсб-с съёмная батарея 4000 махов !","0"
"поставили вопрос компетентность заменили адекватного остались довольны","0"
"что-то могу найти академию амбрелла говорит сериал 2019 года трейлер","0"
"спасибо консультацию !","0"
"послать заявление расторжении договора заказным уведомлением вручении сделать ближайшего нотариуса доверенность самую скандальную соседку-пенсионерку которой времени дофига дать сто рублей пускай очереди стоит проблема","0"
"22 полет нормальный рукой встречался","0"
"предлогаю вариант ставите 100 новую цену ставите 80 авито пишет снижена цена ставите приписку возможен торг никаких срочно никаких самовывоз думаю 5-10 баксов найдете доставку одну сторону","0"
"интересно дэу узбекской например сборки другая дэу ? странно уралы собираются ручную некоторые действительно штучная сборка хэндмейд","0"
"написано применять такие такие провода такие такие оконцованные провода готов посмотреть официальные рекомендации производителя автомата применению многопроводочных проводов продукцией ещё включить логику понять оконцовывается многопроволочник ...","0"
"светодиоды правило определить вскрытии статистику ремонтов вести записывать какие стоят заменить самому реально линейки полностью наверное","0"
"сделано супер ! слов ! ! ! ! ! начал работу отфрезеровал латунные уголки рамки почему-то казалось такая работа должна начинаться грамотного чертежа","0"
"сука ! знала ! будете моим свидетелем ?","1"
"многие бросают половину из-за бездетности.а нет-значит любил.конечно-он жизни мог завещание сделать","0"
"сравниваю танком большегрузом когда-нибудь доводилось ждать тронется тягач светофоре ? особенно завистью поглядывая соседний ряд легковушки ? очень бтр нормально едет чудесным v8 едущему 60 бтру кажется кого вопросов возникнет","0"
"свердловской области- зато пензенской области- ещё какое зато находится фгуп фнпц старт м. в. проценко","0"
"зашёл комменты ради вашего сообщения мерси вообще общего","1"
"ввели мрот из-за которого нанять людей освободившееся время слишком дорого выйдет","0"
"временем пентагоне к-капитан д-дженерал -дженерал разрешите доложить ! - д -разрешаю докладывайте.- -проект алтайский джастис набрал максимальную популярность граждан россии которую мог далее мнению аналитиков смысла продолжать раскручивать возможно пришло время активировать джастиса темболее отличная возможность сразу нанести пропагандистский удар соседей уебанов джастиса гос власти отобрали детей какие будут указания ? - д -активируйте джастиса ! соседей объявить святыми людьми властей конченными узурпаторами забудьте указать банковский счёт фрс сша сбора средств предлогом помощи святым людям.- внимание всем проект алтайский джастис активирован запустить антиправительственную пропаганду !","0"
"исключение правил кошка гуляет летом шлейке зимой любит греться батареи","0"
"пока покупают - делать ? пока люди массово перестанут покупать жильё таких районах - изменится уверен большинство отложить покупку квартиры пару лет","0"
"сознательно отказаться алкоголя отказаться факт просто бывают дела интереснее алкоголя","0"
"оно 47 кг весит помойки донести могу","1"
"20-30 грамм ас сутки дробно","0"
"кинолог корочки ветврача техника-осеменителя ветеринарно-санитарного эксперта ими пользуюсь какое-то время года довелось работать техподдержке nbn","0"
"бедно жить ? типа денег забить четверть продукта получил ? дожили покупаю машину ожидаем 4 колеса очень бедно стали жить","0"
"? сколько лет назад интересовались темой насчет бридеров ? очень важно сути вопрос выживаемости человечества","0"
"древние постройки целом","0"
"пррсто мама маленькая","1"
"скажем недавно закончил ветеринарный факультет слуху несколько клиник москвы учитывая размер города просто дохера","0"
"смотри хорошего дела жалко","1"
"браслет разборный растянуть стороны крепление ободков хольнитенах очень видно думаю реализация понятна","0"
"прочтения новости полез посмотреть стандартное приложение mp3 файлов - какой-то groove видимо стандартный плеер win10 которым пользовался ставлю нормальный проигрыватель речь идёт новые компы ? бесполезный хлам ставят ноуты телефоны настольные пк ? отдельно порадовал ведущий аналитег ещё экслера мнение спросили","0"
"мозги шкребёт","1"
"эстакада транзита каждый год делается ремонт каждый год превращается минное поле ямы такие колесо камаза проваливается кстати дорогу сделали неё выехать двора 15 сантиметров разницы хуже водителей редко встретишь понятно 2 прямые дороги ездят очееееень плохо","0"
"иди подрочи своих негров хамло нерусское","1"
"безопасный тренажёр уверен случится остановиться","0"
"мужчины потребность сексе многократно разными женщинами","0"
"неудобный вопрос задал наставили вместо ответов оправдываться никому охота далеко первый случай","0"
"местный аналог вдэшки - мед мордовии","1"
"аспекты вашей деятельности которые являются секретом общества","0"
"чё ребёнку нихрена пару минут","0"
"дышать плавленной пластмассой ради куска ископаемого сомнительное удовольствие раньше парился эпоксидкой давно плюнул дело купил кучу маленьких болтов гаечек шайбочек - болт насквозь затем вплавляю гаечку пластик отмеряю болт отрезаю снизу гаечка вплавляется торчит конструкция получается очень крепкая смысла парится этими стойками вижу вообще","0"
"забыл вставил спасибо напомнил","0"
"те симптомы описали могут банально проблем щитовидкой йода например мало воде пище","0"
"пока многие ищут супер-пупер светодиодные лампы ванной обычная энергосберегающая 9 лет работает интересно сэкономил ?","0"
"старт отлично работают одна лучших компанию которая поинмает лампочках","0"
"аргументируют какими нормами законодательства ?","0"
"- значит потеряно","0"
"малополезное образование некоторое количество хобби подлежащих монетизации серьезных вложений обучаться что-то прибыльное интересное считаю плохим вариантом итоге выбора особо","0"
"надеюсь сильно обидели просто устали таких подделок многих терпение закончилось правило часы стоимостью 150 000 лежат полке треснувшим стеклом","1"
"последние годы снимают откровенный шлак знаю посмотреть","0"
"смартфон 2000. сменный время ремонта основного смысл сменный переплачивать","0"
"твердят нужно знать историю повторять ошибок прошлого никто результате учится правые ближе деле нейтрально отношусь левым пытается выехать ностальгии ссср продвигая свои интересы народ недоволен партии знают давить итоге получится ? вряд что-то хорошее","0"
"подобный p910i самый бол шой косяк ломаемая клавиатура та часть опиралась экран рано поздно надламывалась переставала работать стилусом нужна особо далее перестала работать ча ть экрана сбоку разговоре дождь намок экран перестал работать выручала кнопка сбоку брать трубу звонить контактам эх 2006й","0"
"спасибо поддержку взаимообмен опытом полезен","0"
"хуйню какую-то пикабу постишь время враг боевые навыки совершенствует","1"
"радиозаводе иркутске синюшке проходная точно такая-же","0"
"предолжил временное решение частенько разумеется сообщать сначала банк решат вопрос дальше знаю правда","0"
"тому нашем славном городе ясных дней ооочень мало ...","0"
"где-то слышал что-то поменялось нужно упасть самое днище совет держись бросить пить больно","0"
"неужели дешевле ремонтировать скажем старый деревянный забор ?","0"
"кстати весело wd3 такая подобная система врагов уровней fc new dawn","0"
"районе парка целая улица две","0"
"везде человеческая природа плане универсальна места зависит дальше люди будут расслабляться абсолютно точно например нашей компании вполне реально работать дома ночью 4 дня полставки случаях зп выше средней городу минимум многий - намного выше средней такая система действует 8 лет время куча примеров человека внутренней мотивации работе любое послабление приводить уменьшению производительности росту ожиданий дальше легче денег причем людей собственной мотивацией влияет ничто кроме крайнего падения зп такого","0"
"крупных компания активно используются","0"
"недавно открыл метод","0"
"согласна сама думаю какую площадь приспособить гараж никак вписывается","0"
"хм ... учителя жалуются маленькую зп гемора зарабатывать столько ? хз мог заниматься столько получать","0"
"мало изменилось","0"
"разгрузился точно потратил сумму доставки время времени немного меньше потерял потерял равно","0"
"гений миллиардер филантроп пиздабол","1"
"почему-то холодам такие мероприятия осени","0"
"никчёмный народец получивший славу батый вырезал сразу ставил первыми шеренгами живым щитом своими войсками выживаемость ноль","1"
"подпирает подбородок ногой","1"
"сша часто ночам вышке диспетчер остаётся почему-то никто сталкивается наоборот недавно пилоты спасли женщину диспетчера которой случился инсульт стала эфир непонятные команды давать","0"
"500 сдачу невозможно дать ? предлагал 500 ? честно вообще понимаю таксисты этим справляются вагон мелочи возить собой сядет - ой 5 тысяч ищи 4700 рублей сдачи","0"
"послушай сильная независимая женщина дело материальности подарка внимания 0. случае носкахпенойтрусами внимание подарку 0. подарок нужен просто поздравить просто рабочий день короче час","0"
"12 лет моей безаварийной езды стоили 2600 вместе вписанным отцом страховка вышла 3700 дтп","0"
"дешевле нагревать рекуперации трахаться отводом конденсата","0"
"проблема объективной реальности такого понятия o o ? говорим значит понятие вчера условно фактом сегодня таким является можешь привести какой-нибудь этакой масштабный пример который изменил картину мира ?","0"
"блять встал правилам такие умники хуевы повылазят ключами","1"
"блестнул знаниями ? молодец ! интересусь системой смазки качеству количеству которой винт очень требователен.фреоновый ресивер вижу интересует масляный ресивер вообще реализована система смазки.фреоном охлаждается обмотка двигателя речь охлаждении масла отдельными радиаторам маленькими теплообменниками всасывающей стороне","0"
"очень милый тег родина лысая картавая тварь которая родину предала","1"
"люди получили свои садики школы ? мотивацию работать месте работать отъебись дай спизжу гвозди работы разницы главное сделать людей самое сознательное общество налогоплательщиков ошибаюсь","0"
"звонили давно начале 2000-х ещё такие прошаренные нам просто сказали либо либо платить изменилось судя регулярным сборами средств детям операцию причём аж центральным телеканалам ... недавнего прошлом году отца 87 лет сломался мост который пару лет назад омс ставили отправился ту областную клинику объяснения причин сломали второй мост выдернули пару вполне здоровых зубов - типа понадобятся успел кошмара вытащить отправить частную клинику бываю итоге минусе 150 т. плюсе - грамотное безболезненное лечение шикарные съёмные протезы","0"
"видимо ! ! ! ! ! ! уууууууу ! ! ! ! ! ! ! ! ! ! ! ааааааааааа ! ! ! ! ! ! ! ! ! ! уауауау ! ! ! ! ! ! !","1"
"из-за продукты магазинах","0"
"думаю выгодно делать видел телефоны новые рук 5к","0"
"стабильность скатывании","0"
"ммм среда могу говорить та цена которой продают - закупочная сильно демпенгуют цены из-за проблемы рынке","0"
"теле2 бывает шалит","0"
"кажется безобидной аварии получится такого момента дверь заклинило пришлось пользоваться молотком","0"
"точные цифры никто приведёт примерно складывается стоимость пачки сегодня 40-55 выручка производителя 20 акциз 20 ндс 5-20 выручка торговой точки рознице те аакциц налог примерно 40 пачки","0"
"предохранялись","0"
"конченным мстить людям животных","1"
"екатеринбург знаю нем жил гена букин сериал город заочно очень нравился","0"
"желаю здравия криворуким могут тег 23 февраля поставить заебали поздравлялы херовы","1"
"плёночкой дольше прослужит вообще коробки доставать","0"
"полиции говорят деньги расчетный счёт перевели кого-то завели","0"
"норвегию слетали выхватили билеты копейки ценник самой стране оказался уровне 750р кружку пива","0"
"забыли сказать минский аэропорт - автобус час обычный экскурсионный икарус который хер влезешь потомучто толпа 100 человек багажом лезут салон - маршрутное такси - самое полчаса круто билет купить терминале автобус маршрутку уехать врядли подьезжает автобус маршрутка окружает толпа херам очередь ? ! лезут багажом салон !","0"
"януковичу дружбан нужен","1"
"че усатый мужик низу ?","1"
"... хал ваня коне бородавкой хуу ...","1"
"нужен никакой палеоконтакт первое необходимое - базовые знания астрономии которые древних индийцев планеты выстраиваются ряд хей сложно заметить правда ? металлические цвета - золотой серебряный - соответствуют спектрам звёзд планет отражающих свет цвета объяснимы вполне наличие небесных планетах замков вообще новая индоевропейской мифологии мысль поголовно боги облаках самой высокой горе","0"
"совершенно верно крышняк едет ого-го","1"
"странно предлагают get access 40 ... evolutionary differences открылась нормально спасибо","0"
"обрубить нагрузку - света сидеть ? знаю ответить .. освещение ? вообще проблем лампами ..","0"
"пропуском петель- какую иглу используете ? опускали игловодитель относительно челнока ? наиболее распространенная проблема использовании бытовой иглы кожи насчет изменения длины стежка- настраивали высоту лапки давление ? поводу верхнего транспортера-он хорош шитье далеко края строчке близкой краю-бесполезно сугубо мое мнение застревание кожи- же-какую иглу используете ? 100 кожи-была такая проблема переставила 130ю лопаточкой спиленной заводе колбой проблема ушла взять промышленную спилить колбу поводу следов зубчатой рейки-нужно слегка подтупить следы остаются из-за сильно заточенных зубцов плюс настроить высоту давление лапки кожи используются лавсановые нити лл прилагаю таблицу соответствия игл нитям переписанную швейного сайта ссылку могу найти сама использую 35 45 лл некоторые нити маркировки примерно такого диаметра подбор иглы материалу осуществляла методом проб ошибок точно могу сказать 90 100 иглы-очень тоненькие двигаются прохождении слоев двух 0,7 кожи спокойно берите 130-140ю интересуещие вопросы буду подробно отвечать ближайших постах","0"
