comment,toxic
"вся линейк омерзительн копейк ... флагма ща автохлама-вест ?","0"
"коммерческ компан так эт цифр ?","0"
"предлага ущем прав дет поступк родител совершеннолетн дееспособн люд виноват предк выбра определен карьер","0"
"прост прид дом скаж - классн давва сход !","0"
"парен пузыр","0"
"бля гребан сегодн","0"
"электролит что-л сто ?","0"
"пчел люб нектар мух люб говн - знач об утвержда спор никак нет автор мем идиот","1"
"аг чуж уезжа рад","1"
"ввп обошл наверн личн приказ отдава","0"
"поч ? подробн ?","0"
"чувак ближ стенк сто отважн гол рук капронов швартов тянет )","0"
"сарайк стоя ( скомунижж ) крас ... звезд красн галактик виноват ?","0"
"оскорблен ?","0"
"ток ма так термоизлучател освеща жилищ остальн фуфл бол глаз","0"
"байк прилага байк глубочайш ожог груд ( кулон ) пальц ( кольц ) котор кюр щеголя конц жизн ( недолг ) е закопа закрыт свинцов гроб ( байк ) заня изучен влиян радиац жив организм тво ход","0"
"встал млад перст пурпурн эос брат гелиос внов озар дорог поня ремесленик славн зря обрат гетер нужн наня творца-летописц гомер стих прослав обувк","0"
"стрелочк так-т поворачива","0"
"хорош игрушк ! ручк тянут поигра","0"
"ходить-т быстр начнеш ненадолг лет нужн меня никак президенск программ будут лет деньг ?","0"
"понятн дел все интересн собра )","0"
"включ след част пост ) пок - ссылк три бельвилл -- иллюзионист --","0"
"одн бык проб подбородок сниз рог аж рот вылез остальн ниоч","0"
"извиня сраз поня пост текст чита картинк посмотрел все сообщен отредактирова","0"
"никт говор реч занима реальн производств реальн вещ пыта быстр сруб бабл пуст мест дум сам хитрожоп","1"
"эээ мужик вообщ ?","0"
"о днепровск гаишник взятк крут ...","0"
"хотел вернут деньг посла ? ?","0"
"нам укладк объясн истин претенд ) мог знат )","0"
"книг шедевр любл - чита осужда","0"
"т.е смел мясоед называ неандертальц ? )","0"
"голов звуча что-т врод дава дом посид уют интернетик полиста поигра что-нибуд действительн куда-т ход )","0"
"одн комментар повод ребенк мог проснут ? ваш сестр живет коммуналк поч звал помощ ? кажет недопуст преступлен горазд важн сна ребенк","0"
"встав смартфон лоток двум симкарт","0"
"узна ) )","0"
"папах голов ( пуст тво завтрашн 23-е подар ) красн лент наиск","0"
"закон кром закон метод включа насил например дискредитирова помощ cgi слит инф закладк коп инф мальчуга спровоцирова конфликт друг несовершеннолетн котор окажет боксер особ примет обл нечая парн ведр говн извин быстр свал ненасильствен метод","0"
"пешеход явля опасн дорожн движен масс скорост хват навред автомобил ещ ком вышел пешеход дорог - вред принос прост спеш переход е ? - никак вред нанос пешеход сбива автомобил ? - никак сбива автомобил вред нанос автомобил пешеход получа пешеход туп штрафова вред тех вред штрафова налог нагружа полн чип башк глонас зап штраф пропада ...","0"
"поздн традиц наруша","0"
"просверл дыр вод .... вод обнаруж взял табличк написа говор ..... слыш стрелк вниз нарисова месяц наблюда картинк снача человек ден останавлива озир разговарива ... дыр грунт прошл недел очеред ....... идиот главн цел указа стрелк пойдут далек год дума сих пор люд приход поговор дыр земл ?","0"
"кстат очен похож","0"
"занима братец торговл специальн приготовлен растен тетрагидроканнабиол содержа ?","0"
"прочита написа поймеш прочита подума пиш","1"
"прост ворова вагон поддела проездн нна теб срок поддел документ нескольк лям как мошенничеств","0"
"так случа очен рад ваш оператор должн подготовк работа полн сил сдержив обо принос удовольств )","0"
"сдает процент написа - лют пиздеж","1"
"стольк правд прож ...","0"
"последн врем мужик прям бегут мест особен 20-40 лет прям умиля ) сам саж прощ ник обвиня придет )","0"
"минус ? внештатн специалист ? работа штат работа минздрав работа минздрав мог назва внештатн специалист наговор люб ерунд лайф написа бред телек покажут","0"
"враг пожела неуверен нерешительн вся жизн наперекосяк личн жизн друз сплошн комплекс одиночеств фон развел депресс помог дайт умерет эт идет","0"
"вчер паца лет магазин телефон сует продавц та счита карт магазин та оху айфон спрашивает- мам телефон ? ! паца говорит- удаля кореш дал куплен печеньк ещ чек взял сорванц аху ...","0"
"эффективн говор ? неужел пон интернет ? нужон ?","1"
"раздража .. задержан все скажеш обращ прот дамочк знают мо статус проб мо возможн мен посяга свят локальн мора - сем 1. вопрос - цел ? реальн цел быва разн итог созда ячейк имен эт представител .. интерес человек тво внутрен мир проч - сраз отказ инач затянет придет выкручива реш что-т разб сем - .. мог поигра пойт встреч переспа ? - легк продолжен естествен воспользова предлож - треб оплат мыж век рынк жив пыта крут - резк разр люб отношен молод жен - люб случа оправда доказательн баз хитровыдума худ девушк лет молож заинтересова мо тел скаж навык секс вер - сраз пункт да бог привяж извращенк одн привяж - буд част им отдава все нужн плат хот разов акц долговремен обязательств ресурс перв брак монах морал дава хот бабл возможн встрет настоя жен - все вообщ шикарн тормоз привяза кобел жоп шил прост точн замет - вниман привлека раз-дв год кто-т реша приход принима решен короч - плач знач музык отношен заказыва я. мо помощник лет - спортсм красавец язык подвеш гроз девчонок - сраз вел ресурс сраз природн извиня сумбур возможн ответ четк медов ловушк пойма остальн женщин - тел проблем душ","1"
"оста надея дружелюбн сосед мест парковк","0"
"вся стран ебаш зарплат меньш тысяч устраива","0"
"чуш отдел ком отдел","1"
"очен светл градац сер подума принтер котор доступн монохромн хот призна начерталк дава легк иб мат - проектировщик все разъясня показыва )","0"
"как-т дума мо слов понятн прост великодушн уразумел поймут пос","0"
"приветств ! растягиван ве экра - стандартн эффект полноэкра режим сам дел эт гифк одинаков шакальн пк смарт прост смарт станов одн размер пк ваш - меньш пруф","0"
"хват ныт законч ! выход сам добра кормушк ! люд обманыва ! ps пессимист )","0"
"похож правд","0"
"хэллоуин год шлак полн оценк 5.8","1"
"ясн ...... прост скольк видел баз ремонт двигател вверх теб","0"
"подводн лодк будут нужн наш славн ракет люб точк наш велик родин достанут супостат скор ! ! !","0"
"лезт дел бог сво разобра мож","0"
"обязательн жив быва памятник постав нескольк лет ...","0"
"разговарива ? жалк вообщ род ...","1"
"во-в побочк одисс явн подтянул намн интересн проход остр гринд ощуща","0"
"1048576мб подел впечатля","0"
"мех кож стал занима сперв отрасл вник брос основн работ перв врем крайн тяжк","0"
"алгоритм бляд ? отправ жалоб бан модератор подтверд бан","0"
"вокза вызыва местн служб такс номер пробива интернет заран автобус ещ дешевл над развит интернет эт мошенническ професс - вокзальн бомб - дожива последн дни нах эт ушпырк никт скуча","1"
"вообщ задумыва написа ? прост скопипаст ?","1"
"буд выпад насчет путин отвеча - смысл начнет украин шанс вылезт - услов возвращен все зад посадк бандероублюдк налаживан связ росс возврат уровн жизн янукович - хот","1"
"сход посмотрел чашечк - оказа баварск производств )","0"
"крут ответ ) отсутств запят подчеркива тво глупост придума какой-нибуд остроумн ответ тво жалк жизн стал счет сним самоутвержден )","1"
"пашк сам дел денис добровольск эт слов","0"
"дев перв фот глин ? )","0"
"дет друг атмосфер очен нрав сказа стал норм всем мир очен давн","0"
"правд написа ? ! сдела вывод ? объективн ? что-т подобн утвержда ? знаеш дела вывод мо навык ? прям реальн круто- 10-20-30 лет науч броса вермишел котел слегк е закручив ?","1"
"жеш ... живут люд","0"
"лев сосок лев сиськ лев фотк","0"
"бо точн останеш жив","0"
"жизн так сильн рук ) кстат оч совет фитбол - нем сидет мелк рук кача эффект ходьб сидет стул понятн дел разреша ) заказа гел вечер муж привезет попробу","0"
"яхт олигарх прост раскача компенсатор качк сто","0"
"ладн раньш выпуска исключительн идеальн специалист ? что-т помн суд мо старш товарищ процент отсидевш дипл меленьк мня прост вопрос де допуска например дан пост написа телефон излишн ретив т9 немн коверка смысл возможн исправ ? опечатк обычн компьютер случа возможн вычита текст публикац мо пост написа вполн нормальн ошиба поправьт","0"
"игра че суд фот виде массивн обычн vr шлем деся час комп посид час-дв норм","0"
"снача покраск год пят фирм уч крас год крас мебельн фасад сво говномалярк легч","0"
"описа эксплуатирова ssd долг работ","0"
"написа собак виноват ? ! ? детьм - воспита результат получ дет перв очеред несет ответствен ? люб случа вначал п .. здит хозяин дума собак дела","1"
"поч ? ? пронесет бутылк вод борт вод куп досмотр чист зон","0"
"лет копейск прож","0"
"как ваш доказательств ! ?","0"
"сша дела врем 2-й миров ... обогат","0"
"проблем организовыва опрос голосован счет скольк хочет ? проблем хотелк меня","0"
"эх северодвинск эр концерт завя","0"
"интерес скор молож поня внятн отвеча способ наслажда капитализм ва","1"
"поч кубан нача москв ?","0"
"погод гор меня очен быстр !","0"
"реша голос живущ башн федерац москв сит ? ) )","0"
"аг селекционер борщевик очен ответствен люд","0"
"дон табак приобрет компан jti входя japan tobacco табачн рынок контролир лиш нескольк крупн корпорац выж мелк компан практическ невозможн бол территор табак мал культивир сродн майкрософт сво передав зародыш девян ког тип симбиа нулев","0"
"честн мфц холодн горяч зна друг равн мфц лет правлен результат удобн спор )","0"
"ври ) ) ) ) вовс ответ цел тирад ... чсв ? как век нар ? так использ ещ упячк вспомн","1"
"суд происход политическ арен прав","0"
"уйд север уйд север ! ( табаки.жпг )","0"
"эк доступн омс ?","0"
"залуп лиственниц","1"
"главн сохраня морд лиц","0"
"теоретическ наверн лопнут шин точн воз","0"
"скольк ps4 сто ? как верс брат ? )","0"
"украин такж км ч допуска","0"
"поступ дела цивилизова обществ организова нормальн полиц обществен порядок","0"
"город чуш ? вам переход убед действен мантр начина проповед провер поколен ! проч счита классическ","0"
"предположен констатац факт скрыт намек ? )","0"
"бат недавн став мног нужн повезл зуб раньш над повезл р","0"
"задумк счет пластик пок работ занят","0"
"лондон шикар страх минимум иб прям гимн человеческ дух ощущен огромн пространств запредельн друг","0"
"отда теб вернут переда ком друг прост отрыва душ уход ком спонта глуп факт оста факт ...","0"
"чита част подобн воспоминан увеличен груд дума поч минова си чаш ? вес набра сиськ выросл беремен страда принес зна обидн ненормальн какая-т ( (","0"
"просра просра - знач плох войн хот повтор остальн - хот оправдыва имперц все очен прост","1"
"одноигровок жоп жу","0"
"интересн книг тем - ганс-ульр рудел пилот штук","0"
"вероятн отвлеч надпис снимк селф автомат отзеркален получа","0"
"залипательн хрен ) зы космос тряск нинужн","0"
"obi полн рост прода поштучн","0"
"пар недел снача выспа нача пуга снов развлекаловк вернул )","0"
"совет гриб собира пластиков тару.преют грибочк ней.лучш мешочек сахар например.себ плпнир сдела тип рюкзак бельев корзин","0"
"эт операционк закрыт вовс знач подда реверсинженеринг модификац","0"
"говор сторон одн закон сторон друг судебн практик","0"
"прос зайт сегодн дан удал весьм зол говор нарушен режим секретн","0"
"мгле ночн свет дня .....","0"
"ещ поговор тем здорова заход лифт люд ? )","0"
"стал ребрендинг стар материа особ нов принес ( личн мо мнен собствен опыт ) маленьк площад туда-сюд средн больш леж хуевастеньк","0"
"барин 17-ом век уч французк чита книжк жизн - малин )","0"
"ладн жигул ошибк дел рубл 12,5 машин получа примерн стольк хорош иномарок дел сегодняшн цен ещ имет вид советск врем наличн безналичн - разн деньг безналичн никт имет мог чурбан поэт наличн котор правильн помн черн рынк пересчитыва безналичн 1:10 . наличн рубл получ безналичн знач безналичн рубл чурбанов рубл автомоб наличн безналичн сто одинаков цен ( стран экономик ссср ) чурбан имел безналичн счет котор получа взятк смог куп автомобил наоборот - перевест крупн сумм безналичн наличн незаметн практическ нереальн поэт наличн цен высок сегодн разниц наличн безналичн поэт взятк могут люб размер доллар рубл год счита официальн курс никак друг черн рынок глух запрет валют конкретн сажа из-з черн рынок учитыва нем объем мизерн совершен крошечн единичн операц год влия соответствен цен валют нем нич обоснова","0"
"самсунг прода компан hanwha прич прода завод процессор wisenet оста wisenet камер нов линейк аксис кроют","0"
"верн уровен гринд равн несравн питон конд каттер корветт куч прит проинженер 4-5 уровн питон легк зарабатыва име хаулер- тип7 час 3-4 каттер вет выкача пар дне - дольш ранг кача нежел бабл сам геморн сбор рес инженер пар мест фарм тон отход касс сказа","0"
"пап крайн рейтинг рухнул ... ) ) ) пап рейтинг ? должност выборн пожизнен","0"
"смотр намордник отвож е конец автобус ( маршрутк ) зна сажа е окол знач настольк глуп вообщ понима зна собак люд сказа зна тошн автобус отсяд пожалуйст знаеш террорист ? покин автобус пожалуйст полиц вызов глуп рассужда однак рестора глуп виж нахож далек дом собак фотосесс модел замерзл т.к зим пошл ближайш рестора куп горяч напитк пойт дом нам предлож покуша соглас виноват ?","0"
"тех пор пок напишет коментар станет !","0"
"очен красив я-б лисичк заказа ) ) )","0"
"войн - продолжен политик друг средств","0"
"настройк - проблем камер софт","0"
"кусок окаменевш говн вес 1,3 кг мозг","0"
"выш написа нужн прилож немн внимательн теб ...","1"
"год копл l200 долбоеб рыбак топ нех нах","1"
"зайд паблик подслуша аэрофлот познаком","0"
"лен свеж предан вер труд вида подвел эт","0"
"ток пизданул пьян еж ) )","0"
"лет сумерек ) час ноч книг чита весн осен неб такж затянут ) )","0"
"сестр сказа чет сто увер имен голланд живет хз объясн чуйк чтол ... вида ролик сестр суд так кана подписа стал мерзок обрат вниман атрибут налич денег ? кажд ролик час гардероб жен показыва кол-в сумок критику друг блогер плох зуб ... плох человек татарин мог ахметыч зло мног","0"
"ежел рванет ! ? отмоет !","0"
"росс дик стран котор живут бедн замерзш отт злы дик люд","1"
"вопрос измен хочет сбежа измен сбежа пут наименьш сопротивлен прекрасн понима мир измен смог смог повлия сем дет донест так так плох","0"
"получа майда власт - ген экономик ввп лет вырос раз ? тво логик смотр завод дела трактор год себестоим трактор рубл прода рубл ( ) тво оборот рубл год внезапн рубл пада раз продолжа дела трактор год лет индексац зарплат инфляц т.д поднима себестоим рубл прода рубл ( все ) итог спуст лет тво оборот ( ввп ) вырос раз рубл дела трактор дела рост ?","0"
"т9 однак кронштадт такж пута","0"
"перв фотк похож собачк успел толк раскур","0"
"сленг помоек знат особ хочет )","1"
"плава лодк ра ( втор ) особен дуд круч","0"
"прост собак бес ? ) собак бес проявлен агресс .. дав собак - проявля агресс жесток вид собак угрозу- вызыва отл пуст усыпля дав стреля снима могут больн садист поч зоошиз .. прикольн","0"
"физик зват ... рассчита начальн скорост ) хот зват посчита примерн 450км час примерн раз ниж скорост пул )","0"
"галогенк греют меньш ламп накаливан зам )","0"
"жизн кот здоров вернеш сто он ?","0"
"го праздн пур улыба богоизбра","0"
"направлен равн верн","0"
"весьм прост электромеханическ систем программн аналог - wdt - watchdog timer - сторожев таймер котор привод сист нормальн состоян получа условн сигна ок сигна - прост препятств срабатыван механизм","0"
"пок танк игра врем рубл зал хз люд вообщ туд деньш влива","0"
"скаж спасиб заб груд","0"
"цветн отдел петербуржц","0"
"источник постоя показыва успева отмахива ... диаметральн противоположн источник","0"
"карт памят поддержива телефон ?","0"
"имх магазин конкретн завис","0"
"прям сказа дерн штучк ?","0"
"суд всем девушек могут жит секс денег отношен","0"
"тазобедрен сустав","0"
"остав ? хозяин найдет ? собак больш ?","0"
"коучер промоутер шоум прост альфонс","0"
"завидуеш по-черн ?","0"
"салденс какую-т хуйн ( разумеет 10из10 сравнен массмаркет ) нача вар десятк сорт нет изюминк очен мал запомн","0"
"сэконом езд","0"
"хозяин ещ говн ним убира улиц гот предава умилен пок связ оттепел проступан говн круг собак раздража ..","0"
"зат подкопа реальн hd апскейл уч дела )","0"
"помн писа важн т.к милиционер сказа нал оплат нет завтр принест туп заб последств","0"
"взял пожарн охран здоров хотел детств потуш костер ум пользова огнетушител гот примен случа пожар туш бычк сигарет прежд выброс свет туалет вообщ кондитер готовл вкусн булочк котор люб покупа пожарн пожарн ? пуст поздравля днем пожарн охра","0"
"приход все порядк","0"
"начал нулев выписыва журна тип наук техник стат учен смогл выраст зуб мыш собак тип укол десн подсажива тип зародыш зуб вуал выраста нов зуб тип 5-10 лет стоматолог нуж ... собствен прошл лет сиж очеред имплантац зуб металокерамик ... херн ...","0"
"дума хлеб вор голодн так ? сем всяк быва достаток разн ком бутерброд икр лезет рот ком кусок хлеб пряник ...","0"
"жизн ведьм называ какое-т разнообраз )","0"
"шуруп кажд колес","0"
"аг ид бизнес ? вообщ правильн говор - держа работ твор хрен - плева увол мотивац найт работ норм зарплат квалификацион кадр придут зарплат ? т.к уважа","1"
"скайп ? польз","0"
"тег поищ оригина год назад волн так истор","0"
"комментар удал причин оскорблен груб общен провокац","0"
"сам взял тех депутат котор приня закон яров повышен ндс","0"
"мальчик золотист ретривер собак больш сердц улиц приспособл совершен ( ( ( ( суд вид заводчик возможн чип клейм","0"
"менеджер автосалон личн понрав","0"
"обычн логик глуп говор человек дела реальн прост хочет","0"
"ор ! ! каммент огон ) ) )","0"
"росс слав бог дурак ещ лет сто припас","1"
"так дел корк диплом форум маляв авторитет признан тво заслуг вол паха должн счита человек покажет скольк постро скольк развал рисова узор пацан ищущ романтик наш дел рассчита постро оста сво штан ручк наколол дверн умен треб","0"
"прост знает что-т утвержда одн эксперимент недостаточн нужн провест нескольк","0"
"малыш сын сво зов поуч логик негативн доказательств логическ ошибк принима след форм верн доказательств верн единствен подтвержден существован чего-либ явля отсутств опровержен существован точк зрен умолчан явля скептицизм легковер вариант негативн доказательств распростран сред вер пыта доказа существован бог псевдонаук явл соб попытк смест брем доказательств сторонник ид скептик однак брем доказательств леж человек провозглаша существован чего-либ сомнева","1"
"послуша перестанеш ) особен классик котят","0"
"польз ? нафиг подарок ден сдела котор регулярн использова сам две таблетк блистер размер ладон толст коробк так влезет красив упаковк сдела полезн ?","0"
"эт занима жирн мускулист","0"
"суицид пониман тщетност быт австрал ?","0"
"человек дела вывод происходя личн мест событ хот - мозг","0"
"магическ элементал например )","0"
"скольк шпаг ?","0"
"осквернен имен глумлен принят социум историческ духовн ценност лиц трудн дат список ценност принят наш социум ? ? видел ?","0"
"теб могут отказа ремонт медик плат стольк скольк скажут","0"
"бинд кнопк ускорен времен гг ком кайф перепрохожден игр ката лифт планет ?","0"
"че-т как-т шок ... интересн почита знающ люд","0"
"год год дисквалифицирова допинг год мельдон ещ истор нормальн работа","0"
"стыдн бедн стыдн дешев ! васил маркович шукшин","0"
"картинк оскар уайлд сопоства наш бесед ... )","0"
"гз ( высотк ) недавн пор сектор называ зон стро сталинск стран гулаг наук двига шарашк хорошо-плох - хз факт","0"
"ботиночк хозяев одева шуруп привинчива","0"
"пок гром грянет мужик перекрест","0"
"юрист стажирова ( г )","0"
"имен работник что-л штат придумыва","0"
"дела нехер слов капл скуча деревн","0"
"знатн больн легк перенесл","0"
"вещ правд минус игр некотор управлен клав низ игр уход вниз экран клавиатур колесик - джойстик боков част наварачива будьт нежн год проход взял нок n75 сон ( симк удел китайфон )","0"
"хул ржет клав леш","0"
"соглас скор перв дне требован замен заявля ( письмен ) предполага сам соглас ремонт","0"
"оригина котор сочин витал коротич украинск язык - перевод юн мориц котор основн извест исполнен татья серге никитин","0"
"хитма пыта врод медлен размерен управлен более-мен треб больш привыкан час игр блева тянет","0"
"дума эт вывеск салон тат тс перепута","0"
"школ 87ом год заряд что- мол атрибутик фашизма- жгли красн площад получ двойк четверт хот видел виде тв орт","0"
"хорош попытк вер","0"
"настроен желан дела либ тд тп тоск общ смертн так ерунд быва тест низк остальн следств ниж спрос повторя буд тест норм ?","0"
"т.е рост марсианин 49.5 см ?","0"
"охренет ! оказыва термин !","0"
"хз личн нрав чита гневн отзыв те ин организац пикаб довольн больш выбор дел вкус нрав - чита","0"
"кого-т зарплат полмесяц хах","0"
"белок врод обозна","0"
"файжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжж.жжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжэзш.х","0"
"- художник мог надея ?","0"
"мо сомообразн рекорд принадлежа мешкожаберн )","0"
"м ? человек - уточнен степен знакомств","0"
"люб моральн норм вер член очен сто размахива им друг людьм будет атакова попыта подсунут мо дет","1"
"плох ответ сво слов доступ интернет паспорт ? интернет станет подоб телевизор","0"
"так договор существ дан компан дела честн слов","0"
"0:00 движен обратн сторон пошл почему-т ( чита текущ дрейф материк )","0"
"последн врем пластиков высотк тц","0"
"блин прошл конец свет набра кредит дума отдава рептилойд подвел","0"
"переезжа регион ? истор сем ограничива ?","0"
"интересн сам смуща знам побед власовск флаг ряд ?","0"
"сто загоня рамк им прав дет вырастут будут ощуща чувств вин сво существован меша мам счастлив","0"
"печальн известн росс приморск школьник сниска слав инцидент унитаз продолжа беспредел сообща deita.ru паренек-т борз !","0"
"поня ответ вопрос может попыта соскоч надежн игнор кинул ? труслив туп ожидаем ваш уровн рассужден","1"
"отстав религ тво дел писа пост оскверня религ говор любв родн преда преда оскверня дор зада сво люб вопрос ислам научн точк зрен теб отвеч религиозн точк зрен","1"
"правильн говор систем должн мер мер определя тем занима систем","0"
"автор уверя куп старик 99м ? перв человек котор куп росс поход прост взят диск ког","0"
"задолба эт куриц ) ) )","0"
"австралийск паук съед жив планет ) )","0"
"скаж заставля пользова подобн мем фекально-дендроидн архитектур ?","1"
"нормальн подарок .... ещ расчестк подар","0"
"пагад итак запрещ шарик -","0"
"аг ебеш девушк вокруг ещ куч люд ебет","0"
"ох эт извечн проблем - собра компан игр доигра конц","0"
"пожил азиатск дела цел сек лет хват","0"
"? виж разбира важн","0"
"чист поржа иб пьян .. 1. личн .. - вылож скрин мо аккаунт пометк латентн гомосексуалист - - личн ? 2. прост пруф предоставля .. буд лен правот претенд ком нрав привест антипруф постав минус идт дальш 3. извин вопрос непра .. ( немн грамматическ ошибк поправ сут .. пренебрега заглавн букв иб пиш телефон .. ) а. цен попытк извин кажд способ .. б. непра .. пикабушник зна мо пост сдела вполн конкретн вывод латентн гомосексуалист чем преминул извест все сообществ .. поня прав получ нос ( согласн правил пикаб ) соизвол извин ? .. уста .. p.s виж мо оппонент высок рейтинг куч пост .. попозж ознакомл ним дам некотор анализ персонаж .. ( дам иб настроен вдохновен .. личн .. ) ) )","0"
"человек написа хроническ тонзилл сво так образ вылеч поч попробова ? вред точн лекарств натуральн извлечен лист эвкалипт","0"
"подскаж ситуац нужн продолжа выш писа прокуратур обраща суд ? суд ответчик ? фонд соц страхован ?","0"
"судьб мир позвол прост мотоциклист вреза мир притягива подобн подобн скор мотоциклист врежет так нарушител похуист прост что-т таков ряд ...","0"
"обожа действительн ? gifx","0"
"перв магазин списк котор след посет спецодежд наверняк выбор цен сильн кусач","0"
"дешев продукт говор так нужн постара дойт .. акцион сосиск разн ерунд дешев сказа товарищ четырех ног ответствен безопасн участк игнор пуга сутк голода - отказа куриц куриц куплен магазин человеч магазин .. реп чеш бляд курице-т мож зря лин гну да ?","0"
"мо москв проблем смотр прям деревн как проблем большинств подмосковн город достаточн удобн связа автобусн сообщен электричк","0"
"куп нов ношен ещ намн дешевл запрос говн ?","0"
"стал чита ваш бредов портняк","1"
"дык написа сезон путин лососев мишк наеда зим","0"
"загугл пассивн безопасн опор освещен","0"
"мамкин аметист набежа","1"
"очен откр саун клиент безнал оо","0"
"очен понятн как понят обоснова избиен младенц т.н блатн понят беспредел зон эт пацанчик о нелегк","0"
"человек тысяч доллар дефолт сто намн бакс 90-х очен цен потеря ? укра развел ограб ?","0"
"прав мягк знак конц слов шипя очен прост - мужск род-нет мягк знак женский-ест поэт нож рож пута яз прав )","0"
"верн глагол намека ... год зим луж жоп ... ещ снима дела мрак","0"
"туп ? обид зна написа друг впар ? ответ развод точн прост невежд минутк просвещен невежд титанов фильтр придума разводил существ десяток лет применя промышлен установк проход строжайш контрол испытан следовательн имеют сертификат применя всем мир незадач ? да угада ве мир развел ве мир туп пидорас дартонья ? чу пахнет интересн ? .. появ росс недавн услаша всяк невежд знач плох фильтр хорош очен дорог поэт постав обычн механическ фильтр особ туг - титанов фильтр слишк дор","1"
"ад банкомат сбербанк","0"
"нне чита комменты-ленив лиг знакомств теб ид туд нужн","0"
"люб операц трансплантац очен сложн дорог плюс далек найт донор","0"
"сдач доете. потерьнет","0"
"узна детств некотор так ко оста","0"
"ху кажд ден лож встава","0"
"хз некотор пок знак )","0"
"все кредитк visa обслуживан - 0. интернет-банкинг - 0. беспроцентн период - дня дебетов - социалк мир инет-банкинг - р мес процент остаток вклад - 3,5. перекидыва социалк кредитк бесплатн раз месяц ( забыва ) польз кредитн деньг онлайн-покупок безналичн платеж магазинах-кафе-заправк пр наличк снима социалк бесплатн необходим ком переплачива ? всяк хрен тип бонус спасиб партнерск программ пр говор иб практическ им польз","0"
"флеш-анимац чтол ? - минимум стран анимац флеш нормальн кана","0"
"зафарширова ху ... овощ эт надобн","0"
